comment_id,match_id,platform,days_before_match,comment_date,text,category,is_controversy_match,sentiment_score,sentiment_class
CM000155,M003,X (Twitter),0,2026-06-16,"This lineup for Mexico is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000156,M003,Instagram,1,2026-06-15,"Not happy about the news on Mexico's squad ahead of Netherlands match, worrying signs.",contro,False,-0.6595,Negative
CM000157,M003,X (Twitter),1,2026-06-15,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000158,M003,X (Twitter),2,2026-06-14,Best ticket price I've seen all tournament for Mexico vs Netherlands!,pos,False,0.6696,Positive
CM000159,M003,Facebook,2,2026-06-14,"Watching Mexico vs Netherlands with the whole family, can't wait!",pos,False,0.0,Neutral
CM000160,M003,TikTok,1,2026-06-15,"Netherlands fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000161,M003,Instagram,4,2026-06-12,"That highlight reel from the last match gave me chills, let's go Mexico!",pos,False,0.4003,Positive
CM000162,M003,YouTube,5,2026-06-11,"Just got my tickets for Mexico vs Netherlands, best day ever!",pos,False,0.6696,Positive
CM000163,M003,TikTok,3,2026-06-13,"Mexico to win it all, calling it now!",pos,False,0.6239,Positive
CM000164,M003,Facebook,2,2026-06-14,"Mexico are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000165,M003,TikTok,6,2026-06-10,Watching the Mexico vs Netherlands preview show right now.,neu,False,0.0,Neutral
CM000166,M003,Instagram,2,2026-06-14,"Just got my tickets for Mexico vs Netherlands, best day ever!",pos,False,0.6696,Positive
CM000167,M003,Instagram,0,2026-06-16,"Can barely afford tickets anymore, prices have gone way too high this year.",price,False,0.0,Neutral
CM000168,M003,YouTube,5,2026-06-11,"Just got my tickets for Mexico vs Netherlands, best day ever!",pos,False,0.6696,Positive
CM000169,M003,TikTok,0,2026-06-16,Watching the Mexico vs Netherlands preview show right now.,neu,False,0.0,Neutral
CM000170,M004,Instagram,1,2026-06-15,Watching the Croatia vs India preview show right now.,neu,False,0.0,Neutral
CM000171,M004,TikTok,3,2026-06-13,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM000172,M004,X (Twitter),0,2026-06-16,"The atmosphere at Education City is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000173,M004,YouTube,4,2026-06-12,"Can't wait for Croatia vs India, this is going to be electric!",pos,False,0.0,Neutral
CM000174,M004,YouTube,2,2026-06-14,Best ticket price I've seen all tournament for Croatia vs India!,pos,False,0.6696,Positive
CM000175,M004,Facebook,0,2026-06-16,"Transit to Education City was a nightmare last time, hope they fix it for Croatia vs India.",logi,False,0.4404,Positive
CM000176,M004,Facebook,5,2026-06-11,Reports of a key Croatia player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM000177,M004,TikTok,3,2026-06-13,"Watching Croatia vs India with the whole family, can't wait!",pos,False,0.0,Neutral
CM000178,M004,Instagram,0,2026-06-16,"Can barely afford tickets anymore, prices have gone way too high this year.",price,False,0.0,Neutral
CM000179,M004,YouTube,5,2026-06-11,"Croatia are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000180,M004,YouTube,2,2026-06-14,"That refereeing decision in the last Croatia game was a disgrace, still fuming.",contro,False,-0.7845,Negative
CM000181,M004,TikTok,6,2026-06-10,"Watching Croatia vs India with the whole family, can't wait!",pos,False,0.0,Neutral
CM000182,M004,TikTok,1,2026-06-15,"Transit to Education City was a nightmare last time, hope they fix it for Croatia vs India.",logi,False,0.4404,Positive
CM000183,M004,X (Twitter),7,2026-06-09,"Ticket prices for Croatia vs India are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM000184,M004,YouTube,3,2026-06-13,Watching the Croatia vs India preview show right now.,neu,False,0.0,Neutral
CM000185,M004,TikTok,4,2026-06-12,"Croatia are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000186,M004,Facebook,2,2026-06-14,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM000187,M004,X (Twitter),3,2026-06-13,"Transit to Education City was a nightmare last time, hope they fix it for Croatia vs India.",logi,False,0.4404,Positive
CM000188,M004,Facebook,1,2026-06-15,What's the weather looking like for Croatia vs India at Education City?,neu,False,0.3612,Positive
CM000189,M004,Facebook,6,2026-06-10,"Heading to Education City this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM000190,M004,Facebook,2,2026-06-14,Reports of a key Croatia player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM000191,M004,Facebook,3,2026-06-13,"Croatia are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000192,M004,Instagram,1,2026-06-15,Watching the Croatia vs India preview show right now.,neu,False,0.0,Neutral
CM000193,M004,Instagram,4,2026-06-12,"Not happy about the news on Croatia's squad ahead of India match, worrying signs.",contro,False,-0.6595,Negative
CM000194,M004,Facebook,0,2026-06-16,Best ticket price I've seen all tournament for Croatia vs India!,pos,False,0.6696,Positive
CM000195,M004,YouTube,6,2026-06-10,Watching the Croatia vs India preview show right now.,neu,False,0.0,Neutral
CM000196,M004,X (Twitter),1,2026-06-15,"Can't wait for Croatia vs India, this is going to be electric!",pos,False,0.0,Neutral
CM000197,M004,YouTube,7,2026-06-09,"Just got my tickets for Croatia vs India, best day ever!",pos,False,0.6696,Positive
CM000198,M004,YouTube,2,2026-06-14,"Can't wait for Croatia vs India, this is going to be electric!",pos,False,0.0,Neutral
CM000199,M004,Instagram,4,2026-06-12,"Transit to Education City was a nightmare last time, hope they fix it for Croatia vs India.",logi,False,0.4404,Positive
CM000200,M004,X (Twitter),1,2026-06-15,Reports of a key Croatia player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM000201,M004,YouTube,0,2026-06-16,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000202,M004,TikTok,0,2026-06-16,Reports of a key Croatia player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM000203,M004,YouTube,3,2026-06-13,"Watching Croatia vs India with the whole family, can't wait!",pos,False,0.0,Neutral
CM000204,M004,Facebook,4,2026-06-12,"Not happy about the news on Croatia's squad ahead of India match, worrying signs.",contro,False,-0.6595,Negative
CM000205,M004,YouTube,1,2026-06-15,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM000206,M004,X (Twitter),0,2026-06-16,"The atmosphere at Education City is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000207,M004,TikTok,2,2026-06-14,"The atmosphere at Education City is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000208,M004,TikTok,0,2026-06-16,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM000209,M004,TikTok,3,2026-06-13,"The atmosphere at Education City is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000210,M004,Instagram,3,2026-06-13,"Ticket prices for Croatia vs India are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM000211,M004,Instagram,6,2026-06-10,"India fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000212,M004,TikTok,4,2026-06-12,"This lineup for Croatia is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000213,M004,Instagram,1,2026-06-15,Best ticket price I've seen all tournament for Croatia vs India!,pos,False,0.6696,Positive
CM000214,M004,Facebook,2,2026-06-14,What's the weather looking like for Croatia vs India at Education City?,neu,False,0.3612,Positive
CM000215,M004,YouTube,2,2026-06-14,"Croatia are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000216,M004,YouTube,6,2026-06-10,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM000217,M004,YouTube,2,2026-06-14,"Croatia to win it all, calling it now!",pos,False,0.6239,Positive
CM000218,M004,YouTube,5,2026-06-11,"Watching Croatia vs India with the whole family, can't wait!",pos,False,0.0,Neutral
CM000219,M004,Instagram,6,2026-06-10,"Can't wait for Croatia vs India, this is going to be electric!",pos,False,0.0,Neutral
CM000220,M004,X (Twitter),0,2026-06-16,"That refereeing decision in the last Croatia game was a disgrace, still fuming.",contro,False,-0.7845,Negative
CM000221,M004,X (Twitter),1,2026-06-15,"The atmosphere at Education City is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000222,M004,TikTok,5,2026-06-11,"Ticket prices for Croatia vs India are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
